,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,MOV,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season
14,Minnesota,82,48.5,102.4,37.7,81.3,0.46399999999999997,5.5,16.4,0.33799999999999997,21.4,27.0,0.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,0.5489999999999999,0.498,159.4,24.3,74.7,49.8,61.9,13.9,8.3,7.7,1.3,62.3,106.5,110.1,-3.7,7887.8,95.2,-3.5,1.619,1.6,0.5,0.263,29,53,0.354,2016
15,Dallas,82,48.8,102.3,37.4,84.1,0.444,9.8,28.5,0.344,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,0.544,0.502,158.2,20.6,76.2,48.5,59.2,12.0,7.1,6.4,1.2,62.0,106.7,107.0,-0.3,7860.1,94.3,-0.3,1.5919999999999999,1.7,0.5,0.21100000000000002,42,40,0.512,2016
16,Indiana,82,48.5,102.2,38.3,85.2,0.45,8.1,23.0,0.35100000000000003,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,0.536,0.49700000000000005,156.5,23.4,76.0,49.8,55.4,13.5,9.3,7.9,1.2,62.4,104.6,102.9,1.7,8005.0,96.6,1.7,1.554,1.4,0.6,0.205,45,37,0.5489999999999999,2016
17,Orlando,82,48.5,102.1,39.5,86.8,0.455,7.8,22.2,0.35,15.2,20.1,0.757,10.3,33.0,43.3,23.6,8.2,5.1,14.1,20.7,0.5329999999999999,0.5,156.3,23.1,76.5,49.4,59.6,12.8,8.5,8.7,1.2,63.3,105.1,106.8,-1.7,7961.3,96.0,-1.6,1.5959999999999999,1.7,0.6,0.175,35,47,0.42700000000000005,2016
18,Detroit,82,48.5,102.0,37.9,86.4,0.439,9.0,26.2,0.345,17.1,25.5,0.6679999999999999,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,0.522,0.491,145.1,27.0,79.3,52.1,51.2,12.2,7.3,5.8,1.2,59.8,106.1,105.5,0.6,7877.6,95.1,0.6,1.5119999999999998,1.4,0.5,0.19699999999999998,44,38,0.537,2016
19,Denver,82,48.4,101.9,37.7,85.4,0.442,8.0,23.7,0.33799999999999997,18.5,24.1,0.7659999999999999,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,0.531,0.489,154.6,25.8,77.3,51.1,60.1,13.2,7.7,8.1,1.2,61.9,105.6,108.9,-3.2,7908.5,95.7,-3.1,1.601,1.5,0.5,0.21600000000000003,33,49,0.402,2016
20,Chicago,82,48.5,101.6,38.6,87.4,0.441,7.9,21.4,0.371,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,0.526,0.48700000000000004,160.0,24.5,74.9,50.2,59.1,12.6,6.2,8.6,1.2,63.4,105.0,106.5,-1.5,7940.3,95.7,-1.5,1.591,1.6,0.4,0.18899999999999997,42,40,0.512,2016
21,Phoenix,82,48.1,100.9,37.2,85.6,0.435,9.0,25.8,0.348,17.5,23.2,0.7509999999999999,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,0.526,0.48700000000000004,153.4,25.4,77.1,50.6,55.8,15.2,7.8,6.5,1.2,56.8,102.2,109.0,-6.7,8089.2,98.5,-6.7,1.558,1.2,0.4,0.204,23,59,0.28,2016
22,Miami,82,48.4,100.0,38.4,81.7,0.47,6.1,18.0,0.336,17.1,23.0,0.7440000000000001,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,0.545,0.508,155.1,23.8,77.8,51.7,54.3,13.3,7.1,10.3,1.2,63.3,106.1,104.4,1.7,7731.6,93.6,1.6,1.5430000000000001,1.5,0.5,0.21,48,34,0.585,2016
23,Memphis,82,48.4,99.1,36.8,83.6,0.44,6.1,18.5,0.331,19.3,24.7,0.7829999999999999,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,0.524,0.47700000000000004,155.4,25.3,75.1,49.1,56.2,12.3,9.4,8.2,1.2,58.5,105.4,107.8,-2.4,7707.1,93.3,-2.2,1.5619999999999998,1.6,0.7,0.231,42,40,0.512,2016
24,Milwaukee,82,48.4,99.0,38.4,82.2,0.467,5.4,15.6,0.345,17.0,22.7,0.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,0.537,0.499,155.8,24.9,73.1,49.2,60.3,14.2,8.6,10.2,1.2,61.5,104.3,108.7,-4.4,7786.2,94.2,-4.2,1.6030000000000002,1.5,0.5,0.207,33,49,0.402,2016
25,Brooklyn,82,48.2,98.6,38.2,84.4,0.45299999999999996,6.5,18.4,0.35200000000000004,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,0.527,0.49200000000000005,156.2,24.1,75.7,49.4,58.3,13.6,8.0,6.8,1.2,60.0,103.2,110.9,-7.7,7839.2,95.2,-7.4,1.5830000000000002,1.5,0.5,0.18600000000000003,21,61,0.256,2016
26,New York,82,48.3,98.4,36.9,84.0,0.439,7.4,21.5,0.34600000000000003,17.2,21.4,0.805,10.4,34.0,44.4,20.5,5.7,5.7,13.4,19.7,0.527,0.483,159.0,23.7,75.8,50.1,55.7,12.6,6.1,9.0,1.2,59.5,104.6,107.6,-2.9,7706.9,93.4,-2.7,1.557,1.5,0.4,0.205,32,50,0.39,2016
27,Utah,82,48.7,97.7,36.1,80.4,0.449,8.5,23.9,0.355,17.1,23.0,0.7440000000000001,10.7,32.5,43.2,19.0,7.7,5.2,14.9,20.2,0.54,0.501,154.7,25.9,77.7,51.9,52.6,14.2,8.3,9.0,1.2,58.1,105.9,103.9,1.9,7565.6,91.0,1.8,1.526,1.3,0.5,0.213,40,42,0.488,2016
28,Philadelphia,82,48.3,97.4,36.2,84.0,0.431,9.3,27.5,0.33899999999999997,15.7,22.6,0.6940000000000001,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,0.519,0.48700000000000004,146.4,20.6,74.0,46.4,59.4,14.8,8.4,9.5,1.2,56.2,98.8,109.2,-10.4,8082.7,97.9,-10.2,1.594,1.3,0.5,0.18600000000000003,10,72,0.122,2016
29,L.A. Lakers,82,48.1,97.3,35.1,84.8,0.414,7.8,24.6,0.317,19.3,24.7,0.7809999999999999,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,0.509,0.46,151.2,23.1,74.7,48.0,51.3,12.5,7.6,6.7,1.1,53.9,101.6,111.6,-10.0,7857.9,95.6,-9.6,1.5130000000000001,1.3,0.5,0.228,17,65,0.207,2016
0,Golden State,82,48.2,115.9,43.1,87.1,0.495,12.0,31.2,0.38299999999999995,17.8,22.6,0.7879999999999999,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,0.597,0.563,166.6,22.8,74.9,50.5,70.5,13.2,9.5,11.0,1.3,83.0,115.6,104.0,11.6,8220.3,99.7,11.6,1.705,2.1,0.6,0.204,67,15,0.8170000000000001,2017
1,Houston,82,48.2,115.3,40.3,87.2,0.462,14.4,40.3,0.35700000000000004,20.3,26.5,0.7659999999999999,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,0.583,0.545,158.5,24.6,75.8,50.2,62.6,13.3,8.1,7.2,1.3,73.5,114.8,109.0,5.7,8242.1,100.0,5.8,1.626,1.7,0.5,0.233,55,27,0.6709999999999999,2017
2,Denver,82,48.2,111.7,41.2,87.7,0.469,10.6,28.8,0.368,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,0.568,0.53,161.1,27.3,78.7,53.2,61.5,13.2,7.0,6.3,1.3,71.6,113.2,112.7,0.5,8090.3,98.3,0.5,1.615,1.7,0.5,0.214,40,42,0.488,2017
3,Cleveland,82,48.5,110.3,39.9,84.9,0.47,13.0,33.9,0.384,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,0.58,0.547,160.2,21.9,75.8,49.7,56.7,12.6,6.8,6.6,1.3,68.9,113.6,110.3,3.3,7965.2,96.2,3.2,1.567,1.7,0.5,0.20600000000000002,51,31,0.622,2017
4,Washington,82,48.4,109.2,41.3,87.0,0.475,9.2,24.8,0.37200000000000005,17.3,22.1,0.784,10.3,32.6,42.9,23.9,8.5,4.1,14.1,21.3,0.564,0.528,163.1,24.1,75.5,49.9,57.7,12.8,8.6,7.1,1.3,67.7,111.2,109.3,1.8,8053.5,97.3,1.8,1.577,1.7,0.6,0.19899999999999998,49,33,0.598,2017
5,L.A. Clippers,82,48.2,108.7,39.5,83.2,0.475,10.3,27.4,0.375,19.3,26.0,0.745,9.0,34.0,43.0,22.5,7.5,4.2,13.0,19.8,0.574,0.537,159.5,21.5,76.9,49.9,57.0,12.1,7.7,7.2,1.3,68.4,112.7,108.2,4.5,7909.0,96.1,4.3,1.57,1.7,0.6,0.233,51,31,0.622,2017
6,Boston,82,48.2,108.0,38.6,85.1,0.45399999999999996,12.0,33.4,0.359,18.7,23.2,0.807,9.1,32.9,42.0,25.2,7.5,4.1,13.2,20.6,0.5670000000000001,0.525,162.0,21.2,75.3,48.5,65.3,12.2,7.7,7.1,1.3,68.6,111.2,108.5,2.7,7966.2,96.8,2.6,1.653,1.9,0.6,0.22,53,29,0.6459999999999999,2017
7,Portland,82,48.6,107.9,39.5,86.1,0.45899999999999996,10.4,27.7,0.375,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7.0,5.0,13.7,21.2,0.5589999999999999,0.52,161.4,23.0,76.8,49.8,53.4,12.4,7.1,8.1,1.3,64.7,110.3,110.8,-0.5,8027.2,96.7,-0.5,1.534,1.5,0.5,0.214,41,41,0.5,2017
8,Phoenix,82,48.4,107.7,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,0.7759999999999999,11.9,33.1,45.0,19.6,8.2,4.9,15.4,24.8,0.5379999999999999,0.493,155.8,26.0,76.4,50.5,49.1,13.3,8.1,8.1,1.2,60.3,106.6,112.2,-5.6,8284.3,100.3,-5.6,1.4909999999999999,1.3,0.5,0.231,24,58,0.293,2017
9,Toronto,82,48.2,106.9,39.2,84.4,0.46399999999999997,8.8,24.3,0.363,19.7,24.7,0.7959999999999999,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,0.561,0.517,162.4,25.0,76.3,50.7,47.2,11.8,8.6,8.8,1.3,64.6,112.3,107.8,4.4,7804.5,94.7,4.2,1.472,1.5,0.7,0.233,51,31,0.622,2017
10,Oklahoma City,82,48.3,106.6,39.5,87.4,0.452,8.4,25.8,0.327,19.2,25.8,0.745,12.2,34.4,46.6,21.0,7.9,5.0,15.0,20.9,0.54,0.5,152.4,27.9,79.0,53.4,53.2,13.2,8.0,8.2,1.2,64.4,108.3,107.5,0.8,8071.3,97.8,0.8,1.5319999999999998,1.4,0.5,0.22,47,35,0.573,2017
11,Brooklyn,82,48.2,105.8,37.8,85.2,0.444,10.7,31.6,0.33799999999999997,19.4,24.6,0.7879999999999999,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,0.551,0.507,157.1,19.6,76.1,48.2,56.6,14.7,7.1,7.4,1.2,61.5,104.1,110.7,-6.6,8333.3,101.2,-6.7,1.5659999999999998,1.3,0.4,0.228,20,62,0.244,2017
12,Minnesota,82,48.3,105.6,39.5,84.4,0.467,7.3,21.0,0.349,19.3,24.2,0.799,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,0.555,0.511,161.5,27.2,75.9,51.2,60.0,12.8,8.4,8.0,1.3,66.2,110.9,112.0,-1.2,7808.2,94.6,-1.1,1.6,1.7,0.6,0.22899999999999998,31,51,0.37799999999999995,2017
13,San Antonio,82,48.3,105.3,39.3,83.7,0.469,9.2,23.5,0.391,17.6,22.0,0.797,10.0,33.9,43.9,23.8,8.0,5.9,13.4,18.3,0.564,0.524,165.8,24.0,77.6,51.4,60.6,12.6,8.4,9.9,1.3,70.3,111.1,103.5,7.6,7774.1,94.2,7.2,1.6059999999999999,1.8,0.6,0.21,61,21,0.7440000000000001,2017
14,Indiana,82,48.4,105.1,39.3,84.5,0.465,8.6,23.0,0.376,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.7,19.5,0.5579999999999999,0.516,165.1,21.2,75.5,48.7,57.2,12.7,8.4,9.0,1.2,65.5,108.6,108.9,-0.2,7932.1,95.9,-0.2,1.5719999999999998,1.6,0.6,0.212,42,40,0.512,2017
15,Charlotte,82,48.4,104.9,37.7,85.4,0.442,10.0,28.6,0.35100000000000003,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,0.547,0.501,160.8,19.9,79.6,49.5,61.1,10.7,7.2,8.6,1.2,67.7,108.8,108.6,0.2,7905.0,95.7,0.2,1.611,2.0,0.6,0.22699999999999998,36,46,0.439,2017
16,L.A. Lakers,82,48.1,104.6,39.3,87.4,0.45,8.9,25.7,0.34600000000000003,17.0,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,0.537,0.501,155.0,25.0,75.8,49.5,53.2,13.5,8.3,6.7,1.2,61.3,106.0,113.0,-7.0,8087.7,98.5,-6.9,1.5319999999999998,1.4,0.5,0.195,26,56,0.317,2017
17,New York,82,48.4,104.3,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,0.7879999999999999,12.0,33.2,45.2,21.8,7.1,5.5,13.9,20.3,0.534,0.496,158.3,26.6,74.1,50.3,55.1,12.4,7.3,9.4,1.2,63.9,107.7,111.5,-3.8,7940.8,96.0,-3.7,1.551,1.6,0.5,0.188,31,51,0.37799999999999995,2017
18,New Orleans,82,48.5,104.3,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,0.539,0.504,155.0,18.5,76.8,47.5,58.2,11.7,7.9,9.3,1.2,65.8,105.2,107.4,-2.1,8129.7,98.0,-2.1,1.5819999999999999,1.8,0.6,0.192,34,48,0.415,2017
19,Milwaukee,82,48.2,103.6,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,13.9,20.2,0.565,0.527,161.2,21.5,75.4,48.8,62.4,13.2,8.5,9.7,1.3,66.2,109.1,109.3,-0.2,7787.7,94.5,-0.2,1.624,1.7,0.6,0.21,42,40,0.512,2017
20,Miami,82,48.2,103.2,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,0.541,0.512,152.6,24.2,76.4,50.0,54.4,12.3,7.5,9.3,1.2,63.5,107.8,106.7,1.1,7846.0,95.2,1.1,1.544,1.6,0.5,0.177,41,41,0.5,2017
21,Atlanta,82,48.5,103.2,38.1,84.4,0.451,8.9,26.1,0.341,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,0.541,0.504,152.0,23.6,76.1,50.3,62.1,14.2,8.3,8.5,1.2,64.5,104.9,105.8,-0.9,8064.7,97.4,-0.9,1.621,1.5,0.5,0.215,43,39,0.524,2017
22,Chicago,82,48.2,102.9,38.6,87.1,0.444,7.6,22.3,0.34,18.0,22.5,0.7979999999999999,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,0.53,0.48700000000000004,158.2,27.0,76.8,51.7,58.4,12.3,8.2,7.9,1.2,66.0,107.4,107.0,0.4,7852.2,95.3,0.4,1.584,1.7,0.6,0.20600000000000002,41,41,0.5,2017
23,Sacramento,82,48.5,102.8,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,8.7,32.3,41.1,22.5,7.6,4.0,14.6,20.3,0.556,0.516,161.2,21.0,76.3,48.9,59.4,13.7,8.0,7.4,1.3,61.7,107.3,111.4,-4.0,7856.0,94.8,-3.9,1.594,1.5,0.5,0.22,32,50,0.39,2017
24,Philadelphia,82,48.4,102.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.7709999999999999,9.8,33.0,42.8,23.8,8.4,5.1,16.6,21.9,0.539,0.501,155.3,22.4,75.3,48.8,63.1,14.9,8.5,8.4,1.2,61.7,103.2,109.0,-5.7,8137.8,98.5,-5.7,1.631,1.4,0.5,0.19899999999999998,28,54,0.341,2017
25,Detroit,82,48.3,101.3,39.9,88.8,0.449,7.7,23.4,0.32899999999999996,13.9,19.3,0.7190000000000001,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,0.521,0.49200000000000005,149.7,24.1,81.2,51.6,53.0,10.9,7.3,6.6,1.1,62.6,106.0,107.2,-1.2,7837.9,95.0,-1.1,1.53,1.8,0.6,0.157,37,45,0.451,2017
26,Orlando,82,48.3,101.1,38.3,87.0,0.44,8.5,26.1,0.32799999999999996,16.0,21.4,0.747,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,0.524,0.489,151.5,21.6,77.4,48.7,58.0,12.1,7.3,8.0,1.2,61.1,103.7,110.5,-6.7,7990.7,96.8,-6.6,1.58,1.7,0.5,0.184,29,53,0.354,2017
27,Utah,82,48.2,100.7,37.0,79.5,0.466,9.6,26.0,0.37200000000000005,17.1,22.9,0.747,9.4,33.8,43.2,20.1,6.7,5.0,13.6,18.8,0.563,0.526,158.4,23.2,78.9,51.8,54.4,13.2,7.3,8.5,1.3,63.2,109.6,105.3,4.3,7535.9,91.6,3.9,1.544,1.5,0.5,0.215,51,31,0.622,2017
28,Memphis,82,48.5,100.5,36.4,83.6,0.435,9.4,26.5,0.354,18.3,23.4,0.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,0.535,0.491,157.3,24.8,77.5,50.4,58.4,12.1,8.5,8.3,1.2,60.2,107.7,107.2,0.5,7651.3,92.3,0.5,1.584,1.6,0.6,0.21899999999999997,43,39,0.524,2017
29,Dallas,82,48.2,97.9,36.2,82.3,0.44,10.7,30.1,0.355,14.8,18.5,0.8009999999999999,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,0.541,0.505,159.6,18.1,77.5,46.4,57.4,11.6,8.1,7.0,1.2,58.7,105.6,108.8,-3.2,7600.1,92.2,-2.9,1.574,1.8,0.6,0.18,33,49,0.402,2017
0,Golden State,82,48.1,113.5,42.8,85.1,0.503,11.3,28.9,0.391,16.6,20.3,0.815,8.4,35.1,43.5,29.3,8.0,7.5,15.6,19.6,0.603,0.569,170.9,21.0,76.3,50.6,68.5,14.3,8.0,12.3,1.3,79.8,113.5,107.5,6.0,8198.1,99.7,6.0,1.685,1.9,0.5,0.195,58,24,0.7070000000000001,2018
1,Houston,82,48.2,112.4,38.7,84.2,0.46,15.3,42.3,0.36200000000000004,19.6,25.1,0.7809999999999999,9.0,34.5,43.5,21.5,8.5,4.8,14.1,19.5,0.59,0.551,160.2,21.3,79.9,50.8,55.7,12.9,8.7,8.4,1.3,71.1,114.5,105.9,8.6,8044.9,97.7,8.5,1.557,1.5,0.6,0.233,65,17,0.7929999999999999,2018
2,New Orleans,82,48.7,111.7,42.7,88.3,0.483,10.2,28.2,0.36200000000000004,16.1,20.9,0.772,8.7,35.7,44.4,26.8,8.0,5.9,15.2,19.1,0.573,0.541,161.7,20.0,76.7,49.4,62.7,13.5,7.8,9.6,1.3,73.2,109.2,108.0,1.3,8386.9,100.9,1.3,1.6269999999999998,1.8,0.5,0.183,48,34,0.585,2018
3,Toronto,82,48.4,111.7,41.3,87.4,0.47200000000000003,11.8,33.0,0.358,17.3,21.8,0.794,9.8,34.2,44.0,24.3,7.6,6.1,13.6,21.7,0.575,0.539,162.4,23.0,77.7,50.9,59.0,12.3,7.8,10.1,1.3,71.9,113.6,105.7,7.9,8061.3,97.6,7.8,1.59,1.8,0.6,0.198,59,23,0.72,2018
4,Cleveland,82,48.1,110.9,40.4,84.8,0.47600000000000003,12.0,32.1,0.37200000000000005,18.1,23.3,0.779,8.5,33.7,42.1,23.4,7.1,3.8,13.9,18.6,0.584,0.547,162.8,20.1,77.3,49.1,57.9,12.8,7.2,6.7,1.3,69.3,112.7,111.7,1.0,8067.8,98.1,0.9,1.579,1.7,0.5,0.214,50,32,0.61,2018
5,Denver,82,48.5,110.0,40.7,86.6,0.47,11.5,30.9,0.371,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,0.57,0.536,160.8,25.7,77.5,51.7,61.7,13.5,7.8,8.5,1.3,71.0,112.3,110.8,1.5,8028.9,96.9,1.5,1.617,1.7,0.5,0.198,46,36,0.561,2018
6,Philadelphia,82,48.2,109.8,40.8,86.6,0.47200000000000003,11.0,29.8,0.369,17.1,22.8,0.752,10.9,36.5,47.4,27.1,8.3,5.1,16.8,22.1,0.568,0.535,159.2,25.3,78.6,52.9,66.3,14.8,8.2,8.8,1.3,72.4,109.2,104.7,4.5,8247.7,100.1,4.5,1.663,1.6,0.5,0.198,52,30,0.634,2018
7,Minnesota,82,48.3,109.5,41.0,86.1,0.47600000000000003,8.0,22.5,0.35700000000000004,19.4,24.1,0.804,10.3,31.6,42.0,22.7,8.4,4.2,12.5,18.2,0.5660000000000001,0.523,163.7,24.4,76.4,50.1,55.3,11.5,8.7,7.6,1.3,69.2,113.2,110.9,2.3,7933.2,96.1,2.2,1.5530000000000002,1.8,0.7,0.225,47,35,0.573,2018
8,L.A. Clippers,82,48.1,109.0,40.3,85.4,0.47100000000000003,9.5,26.8,0.354,19.0,25.5,0.743,10.1,33.7,43.9,22.3,7.7,4.5,14.8,20.0,0.564,0.527,156.8,23.5,76.1,50.2,55.5,13.3,7.8,7.9,1.3,67.0,110.1,110.1,0.0,8113.5,98.8,0.0,1.555,1.5,0.5,0.222,42,40,0.512,2018
9,Charlotte,82,48.2,108.2,39.0,86.7,0.45,10.0,27.2,0.369,20.2,27.0,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.9,17.2,0.5489999999999999,0.508,156.6,22.2,80.7,51.0,55.4,11.6,6.9,7.9,1.2,67.3,109.2,108.9,0.3,8127.8,98.6,0.3,1.554,1.7,0.5,0.233,36,46,0.439,2018
10,L.A. Lakers,82,48.5,108.1,40.7,88.4,0.461,10.0,29.1,0.345,16.6,23.3,0.7140000000000001,10.7,35.7,46.4,23.8,7.7,4.7,16.0,21.2,0.5479999999999999,0.517,151.9,23.6,77.7,50.9,58.4,14.0,7.6,7.9,1.2,66.0,106.3,107.9,-1.5,8333.2,100.5,-1.5,1.584,1.5,0.5,0.188,35,47,0.42700000000000005,2018
11,Oklahoma City,82,48.4,107.9,39.9,88.1,0.45299999999999996,10.7,30.4,0.354,17.3,24.2,0.716,12.5,32.6,45.1,21.3,9.1,5.0,14.1,20.1,0.546,0.514,152.3,27.7,77.4,51.7,53.5,12.5,9.3,9.4,1.2,66.9,110.5,107.0,3.5,8004.9,96.9,3.4,1.535,1.5,0.6,0.19699999999999998,48,34,0.585,2018
12,Washington,82,48.4,106.6,39.9,85.6,0.467,9.9,26.5,0.375,16.8,21.8,0.772,10.0,33.1,43.1,25.2,7.9,4.3,14.7,21.3,0.56,0.525,161.3,23.5,77.1,50.3,63.1,13.4,8.0,7.8,1.2,67.0,109.1,108.5,0.6,8009.9,96.8,0.6,1.631,1.7,0.5,0.196,43,39,0.524,2018
13,Brooklyn,82,48.4,106.6,38.2,86.8,0.441,12.7,35.7,0.35600000000000004,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.3,20.6,0.551,0.514,156.9,21.0,77.0,48.7,61.9,13.7,6.3,7.3,1.2,64.3,106.7,110.4,-3.7,8192.1,99.0,-3.7,1.619,1.5,0.4,0.201,28,54,0.341,2018
14,Milwaukee,82,48.4,106.5,39.7,83.0,0.478,8.8,24.7,0.355,18.3,23.4,0.7829999999999999,8.4,31.5,39.8,23.2,8.8,5.4,13.8,21.4,0.5710000000000001,0.531,161.6,20.4,75.9,48.3,58.5,12.9,9.1,9.6,1.3,66.5,109.8,110.1,-0.3,7950.5,96.2,-0.3,1.585,1.7,0.6,0.22,44,38,0.537,2018
15,Portland,82,48.2,105.6,39.3,87.0,0.452,10.3,28.1,0.366,16.7,20.9,0.8,10.2,35.3,45.5,19.5,7.0,5.2,13.7,19.5,0.5489999999999999,0.511,161.8,23.3,79.1,51.4,49.6,12.5,7.2,8.7,1.2,64.3,108.9,106.2,2.7,7951.6,96.6,2.6,1.496,1.4,0.5,0.192,49,33,0.598,2018
16,Indiana,82,48.2,105.6,40.8,86.4,0.47200000000000003,9.0,24.5,0.369,14.9,19.2,0.779,9.6,32.7,42.3,22.2,8.8,4.1,13.6,18.8,0.557,0.525,162.0,22.7,76.2,49.6,54.4,12.5,9.1,7.6,1.2,66.3,109.0,107.6,1.4,7938.0,96.4,1.4,1.544,1.6,0.6,0.17300000000000001,48,34,0.585,2018
17,New York,82,48.4,104.5,40.7,87.7,0.46399999999999997,8.2,23.3,0.35200000000000004,14.9,19.0,0.787,10.5,33.6,44.0,23.3,6.7,5.1,14.8,20.5,0.544,0.51,160.2,24.1,76.7,50.5,57.3,13.4,6.9,9.2,1.2,63.9,106.9,110.6,-3.6,8012.5,97.0,-3.6,1.5730000000000002,1.6,0.5,0.17,29,53,0.354,2018
18,Utah,82,48.2,104.1,38.3,82.9,0.462,10.8,29.6,0.366,16.8,21.5,0.779,9.0,34.2,43.3,22.4,8.6,5.1,14.7,19.6,0.564,0.527,160.6,21.5,79.8,51.0,58.6,13.7,9.0,9.0,1.3,66.7,108.4,103.9,4.5,7877.8,95.7,4.3,1.5859999999999999,1.5,0.6,0.20199999999999999,48,34,0.585,2018
19,Boston,82,48.3,104.0,38.3,85.1,0.45,11.5,30.4,0.377,16.0,20.7,0.7709999999999999,9.4,35.1,44.5,22.5,7.4,4.5,14.4,19.7,0.552,0.518,159.8,21.5,78.4,50.3,58.6,13.2,7.6,7.9,1.2,64.8,107.2,103.5,3.7,7955.8,96.4,3.6,1.5859999999999999,1.6,0.5,0.188,55,27,0.6709999999999999,2018
20,Phoenix,82,48.1,103.9,38.5,87.1,0.442,9.3,27.9,0.33399999999999996,17.7,23.9,0.741,10.3,33.9,44.1,21.3,6.9,4.5,15.9,22.0,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,-9.4,1.5530000000000002,1.3,0.4,0.203,21,61,0.256,2018
21,Detroit,82,48.3,103.8,39.1,86.9,0.45,10.8,28.9,0.373,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.6,18.4,0.5429999999999999,0.512,156.8,22.7,78.5,50.0,58.2,12.4,7.9,7.1,1.2,64.6,107.0,107.1,-0.2,7952.4,96.4,-0.1,1.5819999999999999,1.7,0.6,0.16899999999999998,39,43,0.47600000000000003,2018
22,Miami,82,48.6,103.4,38.8,85.3,0.455,11.0,30.6,0.36,14.7,19.5,0.755,9.3,34.2,43.5,22.7,7.6,5.3,14.5,20.1,0.551,0.52,157.1,21.5,79.0,50.2,58.5,13.4,7.8,9.3,1.2,64.2,106.7,106.2,0.5,7951.0,95.7,0.5,1.585,1.6,0.5,0.17300000000000001,44,38,0.537,2018
23,Orlando,82,48.1,103.4,38.8,85.9,0.452,10.3,29.3,0.35100000000000003,15.5,20.5,0.757,8.8,32.8,41.6,23.4,7.6,4.9,14.5,19.3,0.545,0.512,156.0,20.0,75.6,47.6,60.4,13.3,7.7,8.1,1.2,63.6,105.2,110.1,-4.9,8059.3,98.0,-4.8,1.604,1.6,0.5,0.18,25,57,0.305,2018
